timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:31:00,30011.5,30015.47,30010.58,30013.12,22.801521,684344.76
2024-01-01 00:32:00,29997.27,29998.19,29992.34,29995.96,86.103905,2582769.16
2024-01-01 00:33:00,29976.17,29981.47,29975.32,29978.79,14.098873,422667.19
2024-01-01 00:34:00,29996.92,29998.81,29993.07,29996.21,80.942203,2427959.59
2024-01-01 00:35:00,29979.8,29985.55,29978.1,29983.83,47.235442,1416299.46
2024-01-01 00:36:00,29994.73,29998.66,29992.6,29992.99,40.859507,1225498.9
2024-01-01 00:37:00,29990.18,29991.18,29985.8,29986.56,45.412741,1361772.12
2024-01-01 00:38:00,29981.23,29984.44,29977.53,29983.44,44.869944,1345355.28
2024-01-01 00:39:00,29998.4,29998.6,29993.9,29997.89,83.766731,2512825.53
2024-01-01 00:40:00,30020.92,30024.31,30015.99,30016.65,49.078471,1473171.5
2024-01-01 00:41:00,30004.21,30005.44,30002.7,30005.2,98.545576,2956880.09
2024-01-01 00:42:00,29998.65,30000.47,29994.12,29995.81,95.774446,2872832.3
2024-01-01 00:43:00,30016.19,30019.06,30015.01,30015.63,30.374075,911696.96
2024-01-01 00:44:00,30035.17,30037.34,30031.39,30034.38,6.659362,200009.79
2024-01-01 00:45:00,30037.77,30041.18,30037.11,30037.74,96.117111,2887141.23
2024-01-01 00:46:00,30017.81,30023.33,30015.11,30020.95,24.285186,729064.32
2024-01-01 00:47:00,30009.65,30010.63,30003.37,30005.74,62.31877,1869921.07
2024-01-01 00:48:00,30003.35,30005.44,29998.77,30002.51,21.221661,636703.16
2024-01-01 00:49:00,30008.55,30012.74,30005.86,30011.16,30.699711,921333.97
2024-01-01 00:50:00,30006.33,30006.62,30001.98,30003.81,99.84699,2995789.92
2024-01-01 00:51:00,30019.38,30024.5,30018.32,30023.65,93.392678,2803989.28
2024-01-01 00:52:00,30042.68,30044.16,30038.26,30038.89,83.540751,2509471.13
2024-01-01 00:53:00,30048.14,30052.09,30044.41,30047.03,1.774488,53318.08
2024-01-01 00:54:00,30057.71,30062.37,30053.95,30059.71,14.29482,429698.19
2024-01-01 00:55:00,30040.4,30046.54,30039.31,30044.33,60.878153,1829043.28
2024-01-01 00:56:00,30050.07,30055.57,30049.01,30053.03,49.364653,1483557.6
2024-01-01 00:57:00,30072.71,30073.08,30067.55,30069.25,28.391342,853706.29
2024-01-01 00:58:00,30052.1,30054.65,30048.34,30049.39,74.38186,2235129.46
2024-01-01 00:59:00,30050.73,30051.5,30050.43,30051.46,88.427533,2657376.16
2024-01-01 01:00:00,30068.07,30071.41,30065.28,30067.61,15.661285,470897.46
2024-01-01 01:01:00,30050.79,30056.31,30047.61,30052.71,86.209556,2590830.9
2024-01-01 01:02:00,30065.77,30069.67,30065.36,30068.67,78.231508,2352317.27
2024-01-01 01:03:00,30083.1,30086.52,30082.48,30084.03,93.058221,2799566.65
2024-01-01 01:04:00,30103.38,30106.62,30095.09,30098.62,3.45385,103956.11
2024-01-01 01:05:00,30106.4,30111.8,30103.19,30108.08,86.542339,2605623.71
2024-01-01 01:06:00,30118.18,30123.66,30117.75,30120.51,87.344512,2630861.28
2024-01-01 01:07:00,30132.08,30138.12,30130.24,30134.85,31.213896,940626.2
2024-01-01 01:08:00,30143.94,30146.76,30143.17,30146.67,33.497933,1009851.07
2024-01-01 01:09:00,30165.91,30167.03,30158.68,30161.24,40.56816,1223586.1
2024-01-01 01:10:00,30180.85,30184.61,30180.03,30180.49,97.06966,2929609.75
2024-01-01 01:11:00,30172.26,30173.32,30167.2,30167.63,44.021812,1328033.78
2024-01-01 01:12:00,30174.91,30179.2,30172.86,30176.77,39.134348,1180948.32
2024-01-01 01:13:00,30177.38,30182.67,30177.38,30179.84,92.631941,2795616.82
2024-01-01 01:14:00,30183.57,30186.54,30178.69,30181.37,37.057926,1118459.13
2024-01-01 01:15:00,30165.82,30167.14,30162.92,30164.17,84.953513,2562552.48
2024-01-01 01:16:00,30170.97,30174.2,30169.33,30172.96,40.837638,1232192.57
2024-01-01 01:17:00,30161.06,30166.47,30157.3,30164.79,68.054477,2052848.97
2024-01-01 01:18:00,30182.06,30183.26,30178.71,30180.9,1.040188,31393.81
2024-01-01 01:19:00,30171.68,30174.7,30169.06,30172.38,47.033831,1419122.54
2024-01-01 01:20:00,30167.2,30171.96,30163.6,30170.06,79.806451,2407765.81
2024-01-01 01:21:00,30152.7,30158.91,30150.17,30156.85,34.183637,1030870.91
2024-01-01 01:22:00,30172.1,30174.79,30168.69,30169.59,20.713863,624928.75
2024-01-01 01:23:00,30148.01,30152.47,30144.62,30150.57,8.209995,247535.99
2024-01-01 01:24:00,30148.44,30149.22,30144.36,30147.14,49.94334,1505649.06
2024-01-01 01:25:00,30138.46,30138.49,30133.9,30136.9,77.234573,2327610.86
2024-01-01 01:26:00,30120.42,30121.87,30116.59,30121.17,52.277817,1574668.86
2024-01-01 01:27:00,30100.67,30106.57,30098.84,30103.18,80.340244,2418496.47
2024-01-01 01:28:00,30114.76,30117.14,30106.08,30109.88,89.251167,2687341.81
2024-01-01 01:29:00,30116.58,30118.6,30111.06,30114.38,55.239323,1663498.24
2024-01-01 01:30:00,30132.71,30134.61,30129.24,30130.27,25.476734,767620.96
2024-01-01 01:31:00,30138.44,30140.52,30133.27,30135.78,28.185147,849381.39
2024-01-01 01:32:00,30116.74,30119.97,30115.46,30118.88,54.47507,1640728.04
2024-01-01 01:33:00,30101.73,30107.19,30098.9,30104.41,7.358656,221528.03
2024-01-01 01:34:00,30101.14,30102.81,30099.89,30100.72,42.594208,1282116.25
2024-01-01 01:35:00,30117.75,30120.53,30113.48,30116.91,76.793863,2312793.98
2024-01-01 01:36:00,30107.19,30113.53,30104.17,30112.13,85.491347,2574326.28
2024-01-01 01:37:00,30129.45,30133.25,30127.27,30130.26,60.722006,1829570.08
2024-01-01 01:38:00,30116.28,30120.83,30116.16,30119.09,34.276825,1032386.62
2024-01-01 01:39:00,30125.29,30126.91,30123.42,30126.25,13.635152,410776.01
2024-01-01 01:40:00,30126.41,30132.72,30124.15,30131.14,3.683103,110976.09
2024-01-01 01:41:00,30133.21,30138.7,30133.01,30136.85,38.531283,1161211.54
2024-01-01 01:42:00,30123.59,30128.36,30122.07,30125.32,75.448973,2272924.28
2024-01-01 01:43:00,30136.12,30138.92,30136.04,30138.59,54.402486,1639614.48
2024-01-01 01:44:00,30157.09,30161.19,30153.97,30158.59,65.523711,1976102.81
2024-01-01 01:45:00,30173.26,30174.05,30168.68,30168.76,16.085852,485290.22
2024-01-01 01:46:00,30155.5,30157.76,30152.94,30153.81,70.247032,2118215.61
2024-01-01 01:47:00,30161.16,30166.91,30158.17,30164.49,12.338754,372192.17
2024-01-01 01:48:00,30181.9,30182.34,30177.15,30177.26,31.883767,962164.65
2024-01-01 01:49:00,30188.93,30190.52,30181.49,30184.35,8.523651,257280.88
2024-01-01 01:50:00,30193.25,30193.66,30188.89,30191.98,85.179031,2571723.23
2024-01-01 01:51:00,30192.2,30199.93,30189.07,30195.99,35.373173,1068128.05
2024-01-01 01:52:00,30191.83,30195.15,30190.47,30193.13,85.107987,2569676.29
2024-01-01 01:53:00,30202.08,30209.86,30199.53,30206.02,83.042024,2508369.08
2024-01-01 01:54:00,30213.67,30217.25,30209.81,30214.31,27.738157,838089.36
2024-01-01 01:55:00,30227.02,30228.96,30224.9,30226.64,73.371595,2217776.86
2024-01-01 01:56:00,30220.89,30224.22,30217.03,30217.38,88.281487,2667634.95
2024-01-01 01:57:00,30206.78,30209.57,30205.26,30207.13,3.8413,116034.65
2024-01-01 01:58:00,30217.99,30222.02,30214.8,30221.17,34.693545,1048479.51
2024-01-01 01:59:00,30238.39,30239.5,30236.34,30236.38,94.858195,2868168.64
2024-01-01 02:00:00,30222.01,30223.96,30216.77,30219.81,69.370325,2096357.8
2024-01-01 02:01:00,30225.55,30228.81,30225.18,30225.64,22.938044,693317.11
2024-01-01 02:02:00,30231.38,30235.64,30229.48,30233.31,53.561271,1619334.74
2024-01-01 02:03:00,30232.79,30234.12,30227.52,30230.33,27.820726,841029.86
2024-01-01 02:04:00,30216.6,30221.16,30216.12,30220.39,54.050533,1633428.2
2024-01-01 02:05:00,30227.73,30231.74,30225.79,30230.88,72.733915,2198810.13
2024-01-01 02:06:00,30250.19,30251.32,30249.54,30249.94,20.21764,611582.45
2024-01-01 02:07:00,30235.84,30239.1,30233.7,30239.04,28.156821,851435.3
2024-01-01 02:08:00,30258.55,30261.34,30257.51,30258.01,86.977659,2631771.17
2024-01-01 02:09:00,30261.38,30263.67,30255.77,30257.65,44.606411,1349685.11
2024-01-01 02:10:00,30240.54,30248.79,30238.63,30245.02,82.389449,2491870.8
2024-01-01 02:11:00,30236.79,30243.57,30236.58,30241.05,15.770561,476918.34
2024-01-01 02:12:00,30241.6,30247.54,30241.13,30243.57,76.679901,2319073.58
2024-01-01 02:13:00,30250.73,30251.63,30245.73,30247.82,45.600932,1379328.69
2024-01-01 02:14:00,30249.13,30253.09,30244.31,30245.53,62.481705,1889792.07
2024-01-01 02:15:00,30252.31,30256.1,30249.08,30249.91,21.891494,662215.78
2024-01-01 02:16:00,30252.9,30257.02,30252.6,30256.33,1.264897,38271.13
2024-01-01 02:17:00,30255.29,30256.45,30253.42,30254.35,70.988627,2147714.71
2024-01-01 02:18:00,30262.01,30265.22,30258.31,30262.47,78.994975,2390582.95
2024-01-01 02:19:00,30269.08,30272.82,30265.77,30267.47,54.911675,1662037.55
2024-01-01 02:20:00,30277.46,30280.77,30273.09,30273.38,17.426356,527554.64
2024-01-01 02:21:00,30268.17,30270.45,30264.53,30265.68,13.311012,402866.85
2024-01-01 02:22:00,30275.23,30279.0,30271.23,30273.23,49.885727,1510201.98
2024-01-01 02:23:00,30251.84,30258.17,30250.55,30256.45,25.786422,780205.49
2024-01-01 02:24:00,30244.72,30248.06,30237.8,30240.1,95.127842,2876675.32
2024-01-01 02:25:00,30261.8,30262.88,30259.92,30260.08,75.870614,2295850.98
2024-01-01 02:26:00,30260.42,30264.08,30258.18,30258.9,58.947633,1783690.63
2024-01-01 02:27:00,30264.21,30264.66,30262.82,30264.29,33.997531,1028911.24
2024-01-01 02:28:00,30274.68,30275.99,30268.32,30271.1,29.533562,894013.35
2024-01-01 02:29:00,30292.04,30294.24,30287.09,30288.91,32.137199,973400.59
2024-01-01 02:30:00,30286.54,30288.16,30279.78,30281.84,98.823802,2992566.28
2024-01-01 02:31:00,30288.57,30290.22,30287.39,30288.14,36.816157,1115093.03
2024-01-01 02:32:00,30299.66,30302.7,30297.59,30298.4,55.372744,1677705.62
2024-01-01 02:33:00,30314.89,30318.3,30314.4,30315.51,97.341535,2950958.09
2024-01-01 02:34:00,30317.26,30320.5,30315.05,30319.86,55.672889,1687994.38
2024-01-01 02:35:00,30308.51,30312.17,30301.75,30303.59,12.629149,382708.56
2024-01-01 02:36:00,30316.86,30319.74,30314.83,30316.88,28.069065,850966.39
2024-01-01 02:37:00,30335.07,30336.04,30328.06,30330.27,38.975015,1182122.58
2024-01-01 02:38:00,30347.22,30350.74,30343.68,30347.14,28.348493,860295.7
2024-01-01 02:39:00,30357.89,30362.48,30355.86,30358.74,82.234398,2496532.79
2024-01-01 02:40:00,30348.04,30352.4,30344.04,30350.05,49.474394,1501550.57
2024-01-01 02:41:00,30336.38,30337.76,30333.79,30336.0,54.799576,1662399.86
2024-01-01 02:42:00,30332.43,30334.97,30329.64,30334.21,57.607967,1747492.28
2024-01-01 02:43:00,30326.31,30326.48,30320.58,30323.55,70.81756,2147440.16
2024-01-01 02:44:00,30334.87,30338.67,30331.59,30336.01,98.100996,2975992.89
2024-01-01 02:45:00,30331.19,30337.83,30328.83,30335.82,87.100331,2642260.33
2024-01-01 02:46:00,30350.19,30352.9,30348.37,30350.79,72.521939,2201098.27
2024-01-01 02:47:00,30348.74,30349.36,30345.31,30347.19,96.951159,2942195.35
2024-01-01 02:48:00,30342.66,30345.26,30337.33,30340.73,85.381792,2590546.2
2024-01-01 02:49:00,30353.91,30356.37,30351.03,30355.11,76.180779,2312475.71
2024-01-01 02:50:00,30365.36,30370.28,30362.84,30370.0,92.171981,2799263.28
2024-01-01 02:51:00,30392.37,30394.1,30389.51,30389.9,63.741035,1937083.65
2024-01-01 02:52:00,30404.24,30407.58,30400.63,30404.8,5.553106,168841.09
2024-01-01 02:53:00,30414.58,30418.15,30414.0,30416.65,53.585465,1629890.26
2024-01-01 02:54:00,30422.21,30422.89,30418.97,30419.29,87.21312,2652960.8
2024-01-01 02:55:00,30421.48,30427.73,30420.91,30424.07,46.653841,1419399.92
2024-01-01 02:56:00,30411.79,30414.27,30408.57,30414.23,90.219733,2743963.98
2024-01-01 02:57:00,30417.92,30423.1,30416.53,30421.34,59.169599,1800018.33
2024-01-01 02:58:00,30426.14,30427.9,30422.76,30426.89,20.722483,630520.81
2024-01-01 02:59:00,30422.11,30423.23,30419.83,30422.28,57.906381,1761644.3
2024-01-01 03:00:00,30439.94,30445.9,30437.31,30441.99,28.173558,857659.17
2024-01-01 03:01:00,30446.49,30449.46,30444.43,30444.63,61.034243,1858164.79
2024-01-01 03:02:00,30448.54,30449.68,30441.3,30444.5,61.099435,1860141.54
2024-01-01 03:03:00,30439.96,30442.44,30435.88,30438.59,72.371909,2202898.84
2024-01-01 03:04:00,30448.34,30450.85,30441.34,30444.96,64.98772,1978548.33
2024-01-01 03:05:00,30436.72,30439.63,30433.79,30437.31,9.923204,302035.68
2024-01-01 03:06:00,30431.59,30432.3,30428.59,30429.12,54.401368,1655385.68
2024-01-01 03:07:00,30448.29,30451.94,30444.66,30447.98,26.440038,805045.71
2024-01-01 03:08:00,30460.78,30464.19,30457.8,30460.97,34.53281,1051902.74
2024-01-01 03:09:00,30450.2,30450.76,30441.71,30445.57,86.153919,2623005.38
2024-01-01 03:10:00,30459.34,30463.21,30451.32,30454.54,37.21173,1133266.16
2024-01-01 03:11:00,30461.31,30468.31,30459.49,30466.17,67.61001,2059817.94
2024-01-01 03:12:00,30473.91,30477.2,30469.3,30473.06,11.726264,357335.17
2024-01-01 03:13:00,30457.67,30465.95,30455.42,30462.41,91.610335,2790672.03
2024-01-01 03:14:00,30446.9,30454.57,30443.26,30451.27,30.916827,941456.64
2024-01-01 03:15:00,30444.0,30451.39,30442.78,30447.6,49.769837,1515372.17
2024-01-01 03:16:00,30435.36,30435.9,30429.67,30431.49,67.378136,2050417.0
2024-01-01 03:17:00,30445.67,30447.35,30438.25,30441.21,16.297767,496123.83
2024-01-01 03:18:00,30433.8,30439.77,30432.17,30437.81,95.200631,2897698.73
2024-01-01 03:19:00,30417.82,30420.89,30414.02,30419.12,85.689569,2606601.18
2024-01-01 03:20:00,30404.95,30407.13,30399.18,30403.09,36.50871,1109977.71
2024-01-01 03:21:00,30395.92,30399.51,30392.52,30399.02,46.017019,1398872.23
2024-01-01 03:22:00,30406.95,30409.33,30405.44,30405.53,78.892664,2398773.22
2024-01-01 03:23:00,30391.53,30397.53,30391.26,30395.27,76.75058,2332854.76
2024-01-01 03:24:00,30380.72,30387.04,30379.4,30383.56,15.607864,474222.44
2024-01-01 03:25:00,30394.61,30403.01,30394.03,30399.58,13.869221,421618.49
2024-01-01 03:26:00,30386.35,30392.25,30386.25,30389.61,2.471172,75097.95
2024-01-01 03:27:00,30398.58,30402.5,30397.89,30401.21,6.187503,188107.54
2024-01-01 03:28:00,30411.13,30414.12,30408.97,30410.87,78.023687,2372768.5
2024-01-01 03:29:00,30407.49,30413.42,30403.71,30411.4,5.293139,160971.77
2024-01-01 03:30:00,30426.4,30428.49,30420.9,30422.73,96.438592,2933925.48
2024-01-01 03:31:00,30404.96,30406.77,30402.21,30405.17,49.536617,1506169.02
2024-01-01 03:32:00,30417.29,30421.88,30414.86,30421.55,7.502541,228238.96
2024-01-01 03:33:00,30413.88,30416.08,30411.25,30412.55,99.468148,3025080.43
2024-01-01 03:34:00,30413.31,30416.2,30412.92,30413.78,70.476162,2143446.24
2024-01-01 03:35:00,30429.4,30432.47,30425.0,30427.89,22.287284,678154.97
2024-01-01 03:36:00,30423.24,30427.31,30421.42,30425.95,42.182975,1283457.11
2024-01-01 03:37:00,30409.02,30412.41,30407.52,30409.75,16.111254,489939.25
2024-01-01 03:38:00,30422.34,30430.0,30421.97,30426.67,10.559879,321301.98
2024-01-01 03:39:00,30439.34,30441.57,30433.88,30436.22,56.597055,1722600.7
2024-01-01 03:40:00,30425.63,30430.83,30422.97,30429.41,75.278141,2290669.47
2024-01-01 03:41:00,30446.35,30450.22,30441.73,30444.13,35.812972,1090294.95
2024-01-01 03:42:00,30444.38,30449.88,30443.48,30447.25,11.71362,356647.53
2024-01-01 03:43:00,30459.74,30464.12,30457.45,30461.07,80.914916,2464754.6
2024-01-01 03:44:00,30479.62,30482.89,30472.42,30474.87,64.627217,1969506.2
2024-01-01 03:45:00,30460.21,30463.53,30454.85,30455.92,18.861191,574434.98
2024-01-01 03:46:00,30462.12,30465.39,30462.1,30464.03,87.116408,2653916.91
2024-01-01 03:47:00,30465.69,30467.25,30463.16,30466.68,4.035053,122934.67
2024-01-01 03:48:00,30473.68,30478.21,30472.32,30476.53,37.635256,1146991.93
2024-01-01 03:49:00,30488.16,30490.43,30485.05,30485.39,6.208274,189261.66
2024-01-01 03:50:00,30472.87,30475.56,30470.6,30471.69,66.531931,2027340.23
2024-01-01 03:51:00,30470.53,30472.21,30467.52,30471.11,12.267933,373817.6
2024-01-01 03:52:00,30466.14,30471.02,30464.2,30468.31,67.046123,2042782.14
2024-01-01 03:53:00,30449.08,30452.53,30449.05,30450.13,30.840517,939097.68
2024-01-01 03:54:00,30434.95,30439.6,30433.64,30438.58,1.765261,53732.03
2024-01-01 03:55:00,30445.21,30449.98,30442.4,30448.46,50.525972,1538437.93
2024-01-01 03:56:00,30464.85,30465.14,30458.34,30461.79,5.187924,158033.46
2024-01-01 03:57:00,30446.75,30450.2,30440.24,30442.54,57.766568,1758561.16
2024-01-01 03:58:00,30450.1,30451.38,30450.01,30450.92,33.15205,1009510.46
2024-01-01 03:59:00,30464.16,30467.48,30459.3,30462.97,9.724858,296248.11
2024-01-01 04:00:00,30474.19,30479.11,30472.09,30476.75,40.180903,1224583.48
2024-01-01 04:01:00,30467.56,30470.5,30466.89,30469.16,51.537845,1570315.09
2024-01-01 04:02:00,30453.83,30457.45,30452.33,30453.73,73.010531,2223442.7
2024-01-01 04:03:00,30469.63,30470.58,30465.9,30466.48,20.529908,625474.12
2024-01-01 04:04:00,30473.18,30475.8,30469.87,30470.58,77.511961,2361834.38
2024-01-01 04:05:00,30472.89,30475.93,30468.55,30470.34,92.491272,2818240.89
2024-01-01 04:06:00,30474.28,30476.78,30469.47,30472.92,63.094523,1922674.61
2024-01-01 04:07:00,30454.65,30460.73,30453.43,30458.96,28.192693,858720.18
2024-01-01 04:08:00,30441.28,30442.52,30439.4,30441.21,6.632115,201889.6
2024-01-01 04:09:00,30450.24,30457.93,30446.82,30454.48,61.88583,1884700.6
2024-01-01 04:10:00,30454.39,30456.98,30451.22,30454.76,89.6918,2731542.22
2024-01-01 04:11:00,30455.85,30458.45,30451.46,30452.75,48.087274,1464389.68
2024-01-01 04:12:00,30434.4,30439.2,30430.81,30438.78,35.00034,1065367.77
2024-01-01 04:13:00,30447.4,30448.09,30446.37,30447.36,44.338069,1349976.98
2024-01-01 04:14:00,30445.16,30445.8,30443.44,30444.93,29.006464,883099.86
2024-01-01 04:15:00,30439.67,30443.68,30436.51,30441.28,65.08323,1981217.09
2024-01-01 04:16:00,30419.87,30426.63,30418.73,30423.92,72.649632,2210286.61
2024-01-01 04:17:00,30434.25,30437.74,30428.85,30430.18,58.691212,1785984.31
2024-01-01 04:18:00,30414.34,30419.71,30411.54,30415.84,39.80384,1210667.24
2024-01-01 04:19:00,30424.02,30425.26,30418.13,30419.64,79.374534,2414544.88
2024-01-01 04:20:00,30433.87,30437.19,30429.21,30432.17,68.85603,2095438.33
2024-01-01 04:21:00,30434.69,30436.38,30431.78,30433.22,36.897169,1122899.84
2024-01-01 04:22:00,30417.58,30424.23,30415.63,30420.44,23.427762,712682.71
2024-01-01 04:23:00,30401.71,30409.32,30401.3,30405.94,77.316597,2350883.66
2024-01-01 04:24:00,30423.18,30423.33,30418.0,30419.34,76.864453,2338166.13
2024-01-01 04:25:00,30403.35,30405.23,30400.03,30404.58,77.338684,2351450.55
2024-01-01 04:26:00,30413.6,30418.7,30411.96,30416.95,67.959929,2067133.53
2024-01-01 04:27:00,30405.89,30407.59,30402.9,30406.45,45.443868,1381786.6
2024-01-01 04:28:00,30405.9,30411.04,30404.03,30407.81,83.676226,2544410.62
2024-01-01 04:29:00,30406.99,30410.93,30400.67,30402.52,28.895402,878493.07
2024-01-01 04:30:00,30398.07,30401.94,30394.53,30397.8,80.324663,2441692.77
2024-01-01 04:31:00,30380.83,30385.9,30377.34,30383.33,55.899534,1698414.12
2024-01-01 04:32:00,30370.9,30374.3,30366.3,30367.44,76.548566,2324583.7
2024-01-01 04:33:00,30362.4,30362.99,30356.6,30358.35,94.694913,2874781.1
2024-01-01 04:34:00,30346.74,30348.63,30346.63,30347.23,6.272432,190350.93
2024-01-01 04:35:00,30344.67,30351.29,30343.17,30347.31,3.790567,115033.51
2024-01-01 04:36:00,30367.93,30370.53,30361.38,30364.54,14.622359,444001.25
2024-01-01 04:37:00,30359.32,30362.1,30355.46,30356.02,70.848081,2150665.62
2024-01-01 04:38:00,30349.01,30354.28,30347.99,30353.96,83.661347,2539453.33
2024-01-01 04:39:00,30358.19,30360.3,30355.47,30355.91,29.522056,896169.0
2024-01-01 04:40:00,30343.44,30349.64,30340.26,30347.96,46.254248,1403722.07
2024-01-01 04:41:00,30336.45,30338.83,30332.33,30332.39,52.022197,1577957.81
2024-01-01 04:42:00,30318.51,30323.79,30316.05,30322.07,24.81586,752468.28
2024-01-01 04:43:00,30320.38,30320.72,30314.84,30318.73,7.700253,233461.93
2024-01-01 04:44:00,30319.85,30323.8,30317.56,30319.78,39.65492,1202328.32
2024-01-01 04:45:00,30319.94,30323.86,30317.57,30318.58,2.607981,79070.28
2024-01-01 04:46:00,30328.57,30333.05,30326.06,30330.12,77.378636,2346903.56
2024-01-01 04:47:00,30337.86,30339.71,30335.67,30339.53,81.537378,2473805.77
2024-01-01 04:48:00,30329.33,30331.18,30323.75,30326.53,63.541849,1927004.06
2024-01-01 04:49:00,30334.63,30342.1,30332.79,30338.99,30.050815,911711.49
2024-01-01 04:50:00,30317.74,30320.91,30314.01,30320.75,52.022975,1577375.44
2024-01-01 04:51:00,30340.74,30341.75,30337.3,30340.31,19.91924,604355.93
2024-01-01 04:52:00,30337.4,30340.86,30333.26,30334.59,13.323026,404148.53
2024-01-01 04:53:00,30333.21,30336.18,30325.73,30329.31,39.277832,1191269.59
2024-01-01 04:54:00,30348.22,30350.25,30344.52,30348.26,52.408309,1590501.0
2024-01-01 04:55:00,30362.58,30362.89,30357.9,30360.31,82.411787,2502047.05
2024-01-01 04:56:00,30360.34,30362.45,30357.69,30362.12,31.34309,951642.81
2024-01-01 04:57:00,30365.49,30368.99,30364.08,30366.23,5.193161,157696.72
2024-01-01 04:58:00,30379.56,30385.02,30378.46,30381.03,98.022701,2978030.73
2024-01-01 04:59:00,30394.7,30401.5,30393.24,30398.95,80.308502,2441293.92
2024-01-01 05:00:00,30410.65,30411.22,30403.69,30406.12,78.349885,2382316.31
2024-01-01 05:01:00,30383.19,30390.63,30381.72,30387.52,38.902586,1182152.94
2024-01-01 05:02:00,30391.26,30393.97,30386.41,30390.21,37.829324,1149640.95
2024-01-01 05:03:00,30401.47,30403.59,30399.14,30400.73,65.306513,1985365.6
2024-01-01 05:04:00,30386.85,30393.66,30384.85,30390.71,39.311751,1194712.15
2024-01-01 05:05:00,30390.8,30394.22,30389.01,30393.18,99.640146,3028380.93
2024-01-01 05:06:00,30388.77,30390.73,30384.11,30384.6,85.429803,2595750.68
2024-01-01 05:07:00,30386.67,30388.45,30382.33,30382.69,68.510997,2081548.04
2024-01-01 05:08:00,30394.7,30397.9,30394.44,30396.51,54.674965,1661927.89
2024-01-01 05:09:00,30415.67,30418.52,30408.45,30412.16,64.132302,1950401.79
2024-01-01 05:10:00,30423.99,30424.48,30423.1,30423.91,14.74881,448716.44
2024-01-01 05:11:00,30430.78,30437.74,30429.31,30435.52,80.562511,2451962.07
2024-01-01 05:12:00,30438.71,30439.05,30436.35,30437.59,99.959909,3042538.53
2024-01-01 05:13:00,30446.6,30449.68,30443.05,30446.34,8.301321,252744.85
2024-01-01 05:14:00,30466.66,30468.46,30462.52,30465.24,35.106963,1069541.99
2024-01-01 05:15:00,30483.16,30485.72,30479.63,30480.36,96.660197,2946237.24
2024-01-01 05:16:00,30481.77,30481.99,30477.16,30477.66,16.148531,492169.46
2024-01-01 05:17:00,30462.47,30467.08,30461.09,30464.25,94.149501,2868193.69
2024-01-01 05:18:00,30483.5,30484.51,30477.5,30480.04,55.5333,1692657.45
